response_id,age_group,gender,city_tier,primary_hair_concern,hairfall_severity,current_brand,satisfaction_score,willingness_to_pay_inr,purchase_frequency,ingredient_preference,feedback_text
RESP_0165,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,1,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0166,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Mamaearth,9,999,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0167,35-44,Female,Tier 1,Oily Scalp,Severe (Visible Thinning),Tresemme,1,699,Quarterly,No Preference,I need a solution for post-partum hair loss.
RESP_0168,45-54,Male,Tier 1,Dryness,Mild (Seasonal),Head & Shoulders,1,699,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0169,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,9,499,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0170,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,10,250,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0171,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,7,499,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0172,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,5,499,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0173,25-34,Female,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,5,250,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0174,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,8,499,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0175,25-34,Male,Tier 3,Hairfall,Moderate (Clumps),Tresemme,6,499,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0176,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,3,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0177,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,10,250,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0178,35-44,Male,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,5,150,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0179,25-34,Female,Tier 3,Dryness,Mild (Seasonal),Tresemme,2,699,Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0180,18-24,Female,Tier 2,Hairfall,Mild (Seasonal),Pantene,3,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0181,18-24,Male,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,5,250,Bi-Monthly,No Preference,Nothing works on my scalp.
RESP_0182,25-34,Female,Tier 3,Oily Scalp,Severe (Visible Thinning),Mamaearth,2,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0183,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,3,699,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0184,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,5,250,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0185,35-44,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,6,499,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0186,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Dove,4,250,Quarterly,No Preference,Nothing works on my scalp.
RESP_0187,25-34,Female,Tier 1,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,6,699,Bi-Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0188,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Dove,2,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0189,25-34,Male,Tier 2,Dryness,Severe (Visible Thinning),Dove,6,250,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0190,35-44,Male,Tier 2,Hairfall,Mild (Seasonal),Pantene,6,499,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0191,25-34,Male,Tier 1,Frizz,Severe (Visible Thinning),Head & Shoulders,2,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0192,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,2,699,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0193,18-24,Female,Tier 2,Dryness,Mild (Seasonal),Generic/Ayurvedic,8,499,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0194,45-54,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,2,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0195,35-44,Female,Tier 3,Hairfall,Severe (Visible Thinning),Head & Shoulders,9,499,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0196,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,6,150,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0197,45-54,Female,Tier 1,Dandruff,Severe (Visible Thinning),Pantene,5,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0198,18-24,Male,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,2,699,Quarterly,No Preference,Good but causes dandruff.
RESP_0199,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,9,250,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0200,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,6,699,Bi-Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0201,45-54,Male,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,1,699,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0202,45-54,Male,Tier 2,Dryness,Mild (Seasonal),Tresemme,6,250,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0203,18-24,Female,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,3,699,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0204,18-24,Male,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,10,699,Quarterly,No Preference,I need a solution for post-partum hair loss.
RESP_0205,35-44,Male,Tier 1,Frizz,Severe (Visible Thinning),Head & Shoulders,8,399,Quarterly,No Preference,Made my hair dry but stopped fall.
RESP_0206,18-24,Female,Tier 2,Dandruff,Moderate (Clumps),Head & Shoulders,7,150,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0207,25-34,Male,Tier 1,Frizz,Mild (Seasonal),Head & Shoulders,3,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0208,45-54,Female,Tier 2,Oily Scalp,Mild (Seasonal),Tresemme,4,399,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0209,18-24,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,5,399,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0210,18-24,Male,Tier 2,Frizz,Mild (Seasonal),Head & Shoulders,2,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0211,45-54,Male,Tier 2,Oily Scalp,Severe (Visible Thinning),Generic/Ayurvedic,5,250,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0212,18-24,Male,Tier 2,Frizz,Mild (Seasonal),Tresemme,5,399,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0213,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,9,399,Quarterly,No Preference,Good but causes dandruff.
RESP_0214,45-54,Female,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,4,699,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0215,45-54,Male,Tier 1,Dandruff,Mild (Seasonal),Mamaearth,8,399,Quarterly,No Preference,Made my hair dry but stopped fall.
RESP_0216,45-54,Male,Tier 2,Dryness,Mild (Seasonal),Dove,6,499,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0217,35-44,Male,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0218,25-34,Male,Tier 3,Hairfall,Severe (Visible Thinning),Mamaearth,9,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0219,35-44,Female,Tier 1,Oily Scalp,Moderate (Clumps),Mamaearth,10,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0220,25-34,Male,Tier 3,Hairfall,Moderate (Clumps),Pantene,4,399,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0221,35-44,Female,Tier 3,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,8,250,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0222,45-54,Female,Tier 3,Hairfall,Mild (Seasonal),Tresemme,1,699,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0223,35-44,Male,Tier 3,Hairfall,Mild (Seasonal),Generic/Ayurvedic,5,999,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0224,55+,Male,Tier 3,Hairfall,Mild (Seasonal),Tresemme,5,999,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0225,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,3,699,Quarterly,No Preference,Just marketing gimmicks.
RESP_0226,18-24,Male,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,6,699,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0227,25-34,Female,Tier 3,Dandruff,Severe (Visible Thinning),Dove,6,699,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0228,35-44,Male,Tier 1,Dryness,Mild (Seasonal),Pantene,5,399,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0229,45-54,Male,Tier 2,Hairfall,Mild (Seasonal),Dove,9,250,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0230,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,3,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0231,35-44,Female,Tier 2,Dryness,Severe (Visible Thinning),Head & Shoulders,4,250,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0232,25-34,Male,Tier 1,Oily Scalp,Mild (Seasonal),Tresemme,6,399,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0233,45-54,Female,Tier 3,Frizz,Moderate (Clumps),Dove,1,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0234,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Tresemme,2,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0235,25-34,Female,Tier 3,Frizz,Severe (Visible Thinning),Generic/Ayurvedic,8,399,Bi-Monthly,No Preference,Just marketing gimmicks.
RESP_0236,45-54,Female,Tier 3,Frizz,Moderate (Clumps),Mamaearth,3,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0237,45-54,Male,Tier 3,Hairfall,Severe (Visible Thinning),Head & Shoulders,10,399,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0238,25-34,Female,Tier 2,Dandruff,Severe (Visible Thinning),Pantene,4,399,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0239,35-44,Female,Tier 2,Hairfall,Mild (Seasonal),Dove,10,699,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0240,45-54,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,7,150,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0241,25-34,Female,Tier 1,Frizz,Mild (Seasonal),Dove,5,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0242,25-34,Female,Tier 1,Oily Scalp,Mild (Seasonal),Head & Shoulders,6,250,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0243,35-44,Female,Tier 1,Dryness,Severe (Visible Thinning),Dove,10,250,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0244,25-34,Female,Tier 3,Oily Scalp,Moderate (Clumps),Head & Shoulders,9,399,Quarterly,No Preference,I need a solution for post-partum hair loss.
RESP_0245,18-24,Male,Tier 3,Hairfall,Moderate (Clumps),Generic/Ayurvedic,10,499,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0246,55+,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,3,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0247,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,10,150,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0248,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,2,699,Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0249,25-34,Female,Tier 3,Frizz,Severe (Visible Thinning),Mamaearth,3,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0250,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,2,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0251,35-44,Male,Tier 1,Hairfall,Severe (Visible Thinning),Tresemme,7,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0252,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,3,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0253,25-34,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,9,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0254,45-54,Male,Tier 1,Frizz,Severe (Visible Thinning),Pantene,9,250,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0255,45-54,Male,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,5,250,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0256,25-34,Male,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,5,699,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0257,35-44,Male,Tier 2,Frizz,Moderate (Clumps),Tresemme,10,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0258,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Pantene,1,699,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0259,25-34,Male,Tier 2,Frizz,Mild (Seasonal),Head & Shoulders,9,499,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0260,25-34,Female,Tier 1,Oily Scalp,Moderate (Clumps),Head & Shoulders,8,250,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0261,18-24,Female,Tier 3,Hairfall,Mild (Seasonal),Pantene,6,499,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0262,25-34,Female,Tier 3,Dandruff,Moderate (Clumps),Mamaearth,2,699,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0263,18-24,Female,Tier 1,Dryness,Severe (Visible Thinning),Mamaearth,2,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0264,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,5,699,Monthly,No Preference,Made my hair dry but stopped fall.
RESP_0265,45-54,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,6,250,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0266,45-54,Male,Tier 2,Oily Scalp,Severe (Visible Thinning),Head & Shoulders,4,499,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0267,35-44,Female,Tier 1,Dandruff,Moderate (Clumps),Tresemme,8,399,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0268,55+,Female,Tier 1,Dandruff,Moderate (Clumps),Tresemme,10,399,Monthly,No Preference,I prefer natural smell.
RESP_0269,45-54,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,4,399,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0270,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Mamaearth,4,150,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0271,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Tresemme,1,699,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0272,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,9,399,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0273,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Head & Shoulders,7,399,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0274,18-24,Male,Tier 1,Oily Scalp,Severe (Visible Thinning),Tresemme,9,499,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0275,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,6,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0276,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,9,499,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0277,18-24,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,9,399,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0278,18-24,Female,Tier 1,Dandruff,Moderate (Clumps),Tresemme,10,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0279,25-34,Male,Tier 1,Oily Scalp,Severe (Visible Thinning),Dove,9,399,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0280,35-44,Male,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,10,499,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0281,45-54,Male,Tier 1,Dryness,Mild (Seasonal),Head & Shoulders,7,399,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0282,25-34,Female,Tier 1,Oily Scalp,Moderate (Clumps),Head & Shoulders,2,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0283,25-34,Female,Tier 3,Dandruff,Moderate (Clumps),Generic/Ayurvedic,5,250,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0284,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,10,499,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0285,45-54,Female,Tier 2,Dryness,Mild (Seasonal),Tresemme,1,699,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0286,25-34,Male,Tier 1,Frizz,Moderate (Clumps),Pantene,4,999,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0287,18-24,Female,Tier 3,Dryness,Mild (Seasonal),Mamaearth,9,399,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0288,25-34,Male,Tier 3,Hairfall,Mild (Seasonal),Pantene,6,150,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0289,25-34,Female,Tier 1,Dryness,Mild (Seasonal),Pantene,3,699,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0290,35-44,Male,Tier 2,Frizz,Severe (Visible Thinning),Tresemme,5,399,Quarterly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0291,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,9,150,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0292,35-44,Male,Tier 3,Dryness,Mild (Seasonal),Generic/Ayurvedic,7,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0293,25-34,Male,Tier 1,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,6,699,Quarterly,No Preference,Made my hair dry but stopped fall.
RESP_0294,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,2,699,Bi-Monthly,No Preference,Nothing works on my scalp.
RESP_0295,25-34,Male,Tier 2,Oily Scalp,Mild (Seasonal),Pantene,4,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0296,18-24,Female,Tier 2,Dandruff,Mild (Seasonal),Generic/Ayurvedic,3,699,Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0297,35-44,Male,Tier 2,Frizz,Mild (Seasonal),Generic/Ayurvedic,4,499,Monthly,No Preference,Too expensive for daily use.
RESP_0298,45-54,Female,Tier 1,Dryness,Moderate (Clumps),Dove,2,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0299,25-34,Male,Tier 1,Dandruff,Severe (Visible Thinning),Dove,3,699,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0300,35-44,Female,Tier 1,Frizz,Mild (Seasonal),Dove,10,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0301,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Pantene,8,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0302,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Pantene,3,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0303,35-44,Female,Tier 1,Oily Scalp,Severe (Visible Thinning),Head & Shoulders,9,499,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0304,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,4,250,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0305,35-44,Female,Tier 2,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,6,399,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0306,45-54,Female,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,7,999,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0307,25-34,Male,Tier 2,Hairfall,Severe (Visible Thinning),Mamaearth,7,499,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0308,25-34,Female,Tier 1,Dryness,Moderate (Clumps),Generic/Ayurvedic,6,499,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0309,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,7,250,Quarterly,No Preference,I want something that actually stops hairfall.
RESP_0310,18-24,Female,Tier 2,Hairfall,Mild (Seasonal),Tresemme,1,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0311,25-34,Male,Tier 1,Frizz,Severe (Visible Thinning),Tresemme,2,699,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0312,18-24,Female,Tier 2,Oily Scalp,Mild (Seasonal),Tresemme,1,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0313,25-34,Female,Tier 3,Oily Scalp,Severe (Visible Thinning),Pantene,6,699,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0314,18-24,Male,Tier 1,Hairfall,Moderate (Clumps),Dove,9,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0315,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,10,399,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0316,35-44,Male,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,3,699,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0317,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,10,399,Quarterly,Chemical/Scientific,Good but causes dandruff.
RESP_0318,45-54,Male,Tier 2,Frizz,Moderate (Clumps),Generic/Ayurvedic,7,250,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0319,55+,Female,Tier 2,Dryness,Mild (Seasonal),Dove,9,250,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0320,45-54,Male,Tier 3,Hairfall,Mild (Seasonal),Generic/Ayurvedic,5,250,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0321,45-54,Male,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,2,699,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0322,25-34,Female,Tier 3,Hairfall,Mild (Seasonal),Pantene,3,699,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0323,35-44,Male,Tier 1,Dandruff,Mild (Seasonal),Head & Shoulders,4,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0324,45-54,Female,Tier 3,Dryness,Moderate (Clumps),Pantene,2,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0325,25-34,Male,Tier 2,Dryness,Severe (Visible Thinning),Dove,8,999,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0326,45-54,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,6,399,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0327,25-34,Female,Tier 3,Dandruff,Moderate (Clumps),Dove,9,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0328,25-34,Male,Tier 2,Frizz,Moderate (Clumps),Head & Shoulders,6,499,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0329,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,9,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0330,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Dove,8,250,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0331,35-44,Male,Tier 2,Hairfall,Moderate (Clumps),Head & Shoulders,4,399,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0332,25-34,Male,Tier 1,Frizz,Moderate (Clumps),Head & Shoulders,9,499,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
